"compound"	"label"	"case"	"pos"	"head.word"	"head.pos"	"sentence"	"citat"	"text"	"cpdID"	"pos1"	"pos2"	"lemma1"	"lemma2"	"intLabel"	"cpdType"	"endoExo"	"lemma1id"	"lemma2id"	"occID1"	"occID2"	"time.slot"	"veda"	"sakha"	"group"	"register"
"soma-pīthe"	"obl"	"Loc"	"NOUN"	"abhavat"	"VERB"	"yatrendraṃ devatāḥ paryavṛñjan viśvarūpaṃ tvāṣṭram abhyamaṃsta vṛtram astṛta yatīn sālāvṛkebhyaḥ prādād arurmaghān avadhīd bṛhaspateḥ pratyavadhīd iti tatrendraḥ somapīthena vyārdhyatendrasyānu vyṛddhiṃ kṣatraṃ somapīthena vyārdhyatāpīndraḥ somapīthe 'bhavat tvaṣṭur āmuṣya somaṃ tad vyṛddham evādyāpi kṣatraṃ somapīthena sa yas tam bhakṣaṃ vidyād yaḥ kṣatrasya somapīthena vyṛddhasya yena kṣatraṃ samṛdhyate kathaṃ taṃ veder utthāpayantīti //"	"AB, 7, 28, 1"	"Aitareyabrāhmaṇa"	5022	"NOUN"	"NOUN"	"soma"	"pītha"	"obj"	"subord"	"endo"	100106	144304	4938596	4938597	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"soma-pīthena"	"obl"	"Ins"	"NOUN"	"vyārdhyata"	"VERB"	"yatrendraṃ devatāḥ paryavṛñjan viśvarūpaṃ tvāṣṭram abhyamaṃsta vṛtram astṛta yatīn sālāvṛkebhyaḥ prādād arurmaghān avadhīd bṛhaspateḥ pratyavadhīd iti tatrendraḥ somapīthena vyārdhyatendrasyānu vyṛddhiṃ kṣatraṃ somapīthena vyārdhyatāpīndraḥ somapīthe 'bhavat tvaṣṭur āmuṣya somaṃ tad vyṛddham evādyāpi kṣatraṃ somapīthena sa yas tam bhakṣaṃ vidyād yaḥ kṣatrasya somapīthena vyṛddhasya yena kṣatraṃ samṛdhyate kathaṃ taṃ veder utthāpayantīti //"	"AB, 7, 28, 1"	"Aitareyabrāhmaṇa"	5024	"NOUN"	"NOUN"	"soma"	"pītha"	"obj"	"subord"	"endo"	100106	144304	4938590	4938591	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"soma-pīthena"	"obl"	"Ins"	"NOUN"	"vyārdhyata"	"VERB"	"yatrendraṃ devatāḥ paryavṛñjan viśvarūpaṃ tvāṣṭram abhyamaṃsta vṛtram astṛta yatīn sālāvṛkebhyaḥ prādād arurmaghān avadhīd bṛhaspateḥ pratyavadhīd iti tatrendraḥ somapīthena vyārdhyatendrasyānu vyṛddhiṃ kṣatraṃ somapīthena vyārdhyatāpīndraḥ somapīthe 'bhavat tvaṣṭur āmuṣya somaṃ tad vyṛddham evādyāpi kṣatraṃ somapīthena sa yas tam bhakṣaṃ vidyād yaḥ kṣatrasya somapīthena vyṛddhasya yena kṣatraṃ samṛdhyate kathaṃ taṃ veder utthāpayantīti //"	"AB, 7, 28, 1"	"Aitareyabrāhmaṇa"	5024	"NOUN"	"NOUN"	"soma"	"pītha"	"obj"	"subord"	"endo"	100106	144304	4938594	4938595	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"soma-pīthena"	"obl"	"Ins"	"NOUN"	"vyṛddham"	"VERB"	"yatrendraṃ devatāḥ paryavṛñjan viśvarūpaṃ tvāṣṭram abhyamaṃsta vṛtram astṛta yatīn sālāvṛkebhyaḥ prādād arurmaghān avadhīd bṛhaspateḥ pratyavadhīd iti tatrendraḥ somapīthena vyārdhyatendrasyānu vyṛddhiṃ kṣatraṃ somapīthena vyārdhyatāpīndraḥ somapīthe 'bhavat tvaṣṭur āmuṣya somaṃ tad vyṛddham evādyāpi kṣatraṃ somapīthena sa yas tam bhakṣaṃ vidyād yaḥ kṣatrasya somapīthena vyṛddhasya yena kṣatraṃ samṛdhyate kathaṃ taṃ veder utthāpayantīti //"	"AB, 7, 28, 1"	"Aitareyabrāhmaṇa"	5024	"NOUN"	"NOUN"	"soma"	"pītha"	"obj"	"subord"	"endo"	100106	144304	4938608	4938609	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"soma-pīthena"	"obl"	"Ins"	"NOUN"	"vyṛddhasya"	"VERB"	"yatrendraṃ devatāḥ paryavṛñjan viśvarūpaṃ tvāṣṭram abhyamaṃsta vṛtram astṛta yatīn sālāvṛkebhyaḥ prādād arurmaghān avadhīd bṛhaspateḥ pratyavadhīd iti tatrendraḥ somapīthena vyārdhyatendrasyānu vyṛddhiṃ kṣatraṃ somapīthena vyārdhyatāpīndraḥ somapīthe 'bhavat tvaṣṭur āmuṣya somaṃ tad vyṛddham evādyāpi kṣatraṃ somapīthena sa yas tam bhakṣaṃ vidyād yaḥ kṣatrasya somapīthena vyṛddhasya yena kṣatraṃ samṛdhyate kathaṃ taṃ veder utthāpayantīti //"	"AB, 7, 28, 1"	"Aitareyabrāhmaṇa"	5024	"NOUN"	"NOUN"	"soma"	"pītha"	"obj"	"subord"	"endo"	100106	144304	4938646	4938647	"4-PL"	"RV"	"Āśvalāyana"	"B"	"prose"
"soma-pītham"	"obl"	"Acc"	"NOUN"	"anūhire"	"VERB"	"ye naḥ pūrve pitaraḥ somyāso 'nūhire somapīthaṃ vasiṣṭhāḥ /"	"ṚV, 10, 15, 8"	"Ṛgveda"	3824	"NOUN"	"NOUN"	"soma"	"pītha"	"obj"	"subord"	"endo"	100106	144304	4300989	4300990	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"gṛṇānaḥ"	"VERB"	"ārohaṃs tridivaṃ divo gṛṇānaḥ somapītaye priyadhāmā svastaye taved viṣṇo bahudhā vīryāni /"	"AVŚ, 17, 1, 10"	"Atharvaveda (Śaunaka)"	4578	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4971044	4971045	"2-MA"	"AV"	"Śaunaka"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"yāhi"	"VERB"	"ā yāhi somapītaye spārho deva niyutvatā //"	"ṚV, 4, 47, 1"	"Ṛgveda"	3382	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4548472	4548473	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"yātam"	"VERB"	"niyutvantā na ūtaya ā yātaṃ somapītaye //"	"ṚV, 4, 47, 3"	"Ṛgveda"	3383	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4548501	4548502	"1-RV"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"vahantu"	"VERB"	"brahmayujo haraya indra keśino vahantu somapītaye //"	"ṚV, 8, 1, 24"	"Ṛgveda"	3619	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4705304	4705305	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"vahantu"	"VERB"	"brahmayujo haraya indra keśino vahantu somapītaye //"	"ṚV, 8, 1, 24"	"Ṛgveda"	3621	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4705304	4705305	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"gahi"	"VERB"	"arvācīno maghavan somapītaya ugra ṛṣvebhir ā gahi //"	"ṚV, 8, 3, 17"	"Ṛgveda"	3648	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4708461	4708462	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"ahuvanta"	"VERB"	"indrāgnī somapītaye //"	"ṚV, 8, 38, 9"	"Ṛgveda"	3674	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4729021	4729022	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"ajohavīt"	"VERB"	"nāsatyā somapītaye nabhantām anyake same //"	"ṚV, 8, 42, 5"	"Ṛgveda"	3677	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4729773	4729774	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"ahuvanta"	"VERB"	"nāsatyā somapītaye nabhantām anyake same //"	"ṚV, 8, 42, 6"	"Ṛgveda"	3677	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4729785	4729786	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"urūcī"	"ADJ"	"urūcī somapītaye //"	"ṚV, 1, 2, 3"	"Ṛgveda"	2992	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4374928	4374929	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"vahantu"	"VERB"	"ā tvā vahantu harayo vṛṣaṇaṃ somapītaye /"	"ṚV, 1, 16, 1"	"Ṛgveda"	3011	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4379799	4379800	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"advcl"	"Dat"	"NOUN"	"gantam"	"VERB"	"asmatrā gantam upa no 'rvāñcā somapītaye /"	"ṚV, 1, 137, 3"	"Ṛgveda"	3129	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4504624	4504625	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pītaye"	"orphan"	"Dat"	"NOUN"	"vṛtrahā"	"NOUN"	"vṛtrahā somapītaye //"	"ṚV, 1, 16, 8"	"Ṛgveda"	3013	"NOUN"	"NOUN"	"soma"	"pīti"	"nmod"	"subord"	"endo"	100106	144299	4379875	4379876	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pṛṣṭhāya"	"conj"	"Dat"	"NOUN"	"pe"	"ADJ"	"kīlālape somapṛṣṭhāya vedhase hṛdā matiṃ janaye cārum agnaye //"	"ṚV, 10, 91, 14"	"Ṛgveda"	4004	"NOUN"	"NOUN"	"soma"	"pṛṣṭha"	"nmod"	"subord"	"exo"	100106	150091	4332877	4332878	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-pṛṣṭhāya"	"conj"	"Dat"	"NOUN"	"annāya"	"NOUN"	"ukṣānnāya vaśānnāya somapṛṣṭhāya vedhase /"	"ṚV, 8, 43, 11"	"Ṛgveda"	3680	"NOUN"	"NOUN"	"soma"	"pṛṣṭha"	"nmod"	"subord"	"exo"	100106	150091	4729895	4729896	"2-MA"	"RV"	"Śākala"	"S"	"metrical"
"soma-puruṣebhyaḥ"	"conj"	"Dat"	"NOUN"	"indrāya"	"NOUN"	"indrāyendrapuruṣebhyo yamāya yamapuruṣebhyo varuṇāya varuṇapuruṣebhyaḥ somāya somapuruṣebhya iti pratidiśam //"	"ĀśvGS, 1, 2, 5"	"Āśvalāyanagṛhyasūtra"	1198	"NOUN"	"NOUN"	"soma"	"puruṣa"	"nmod"	"subord"	"endo"	100106	144647	4475571	4475572	"5-SU"	"RV"	"Āśvalāyana"	"GS"	"prose"
"soma-rājā"	"root"	"Nom"	"NOUN"			"te devā abruvann arājatayā vai no jayanti rājānaṃ karavāmahā iti tatheti te somaṃ rājānam akurvaṃs te somena rājnā sarvā diśo 'jayann eṣa vai somarājā yo yajate prāci tiṣṭhaty ādadhati tena prācīṃ diśaṃ jayati taṃ dakṣiṇā parivahanti tena dakṣiṇāṃ diśaṃ jayati tam pratyañcam āvartayanti tena pratīcīṃ diśaṃ jayati tam udīcas tiṣṭhata upāvaharanti tenodīcīṃ diśaṃ jayati //"	"AB, 1, 14, 6"	"Aitareyabrāhmaṇa"	4711	"NOUN"	"NOUN"	"soma"	"rājan"	"nmod"	"subord"	"exo"	100106	70467	4619690	4619691	"3-PO"	"RV"	"Āśvalāyana"	"B"	"prose"
"soma-sakhā"	"advcl"	"Nom"	"NOUN"	"ehi"	"VERB"	"sā devi devam acchehīndrāya somaṃ rudras tvā vartayatu svasti somasakhā punar ehi //"	"VSM, 4, 20"	"Vājasaneyisaṃhitā (Mādhyandina)"	6759	"NOUN"	"NOUN"	"soma"	"sakhi"	"nmod"	"subord"	"exo"	100106	170735	5017592	5017593	"2-MA"	"White YV"	"Mādhyandina"	"S"	"metrical"
"soma-saṃsthāḥ"	"conj"	"Nom"	"NOUN"	"saṃsthāḥ"	"NOUN"	"pākasaṃsthā haviḥsaṃsthāḥ somasaṃsthās tathāparāḥ /"	"ŚāṅkhGS, 1, 1, 15"	"Śāṅkhāyanagṛhyasūtra"	1443	"NOUN"	"NOUN"	"soma"	"saṃsthā"	"nmod"	"subord"	"endo"	100106	8431	5019528	5019529	"5-SU"	"RV"	"Śāṅkhāyana"	"GS"	"prose"
"soma-upanahanam"	"obj"	"Acc"	"NOUN"	"paridadhīta"	"VERB"	"udetya gṛhapatiḥ somopanahanaṃ paridadhīta //"	"DrāhŚS, 11, 4, 15"	"Drāhyāyaṇaśrautasūtra"	7877	"NOUN"	"NOUN"	"soma"	"upanahana"	"nmod"	"subord"	"endo"	100106	45139	5445738	5445739	"5-SU"	"SV"	"Rāṇāyanīya"	"ŚS"	"prose"
"soma-yajñaiḥ"	"orphan"	"Ins"	"NOUN"	"bhrūṇaḥ"	"NOUN"	"somayajñairapi bhrūṇaḥ //"	"VaikhGṛS, 1, 1, 9"	"Vaikhānasagṛhyasūtra"	506	"NOUN"	"NOUN"	"soma"	"yajña"	"nmod"	"subord"	"endo"	100106	72936	5441851	5441852	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"soma-yajñāḥ"	"root"	"Nom"	"NOUN"			"agniṣṭomo 'tyagniṣṭoma ukthyaḥ ṣoḍaśī vājapeyo 'tirātro 'ptoryāma iti sapta somayajñā ityete catvāriṃśadbhavanti //"	"VaikhGṛS, 1, 1, 5"	"Vaikhānasagṛhyasūtra"	501	"NOUN"	"NOUN"	"soma"	"yajña"	"nmod"	"subord"	"endo"	100106	72936	5441849	5441850	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"śoṇita-puṭān"	"obj"	"Acc"	"NOUN"	"pūrayitvā"	"VERB"	"prāksviṣṭakṛto 'ṣṭau śoṇitapuṭān pūrayitvā namaste rudra manyava itiprabhṛtibhir aṣṭabhir anuvākair dikṣvantardikṣu copaharet //"	"MānGS, 2, 5, 3"	"Mānavagṛhyasūtra"	1782	"NOUN"	"NOUN"	"śoṇita"	"puṭa"	"nmod"	"subord"	"endo"	127801	144408	5208321	5208322	"5-SU"	"Black YV"	"Maitrāyaṇa"	"GS"	"prose"
"soṣyantī-homaḥ"	"root"	"Nom"	"NOUN"			"pratiṣṭhite vastau soṣyantīhomaḥ //"	"KhādGS, 2, 2, 29"	"Khādiragṛhyasūtra"	936	"NOUN"	"NOUN"	"soṣyantī"	"homa"	"nmod"	"subord"	"endo"	101447	111114	1733745	1733746	"5-SU"	"SV"	"Rāṇāyanīya"	"GS"	"prose"
"śrī-gurubhyaḥ"	"root"	"Dat"	"NOUN"			"āūṃ śrīgurubhyo namaḥ /"	"TU, 1, 1, 1"	"Taittirīyopaniṣad"	4136	"NOUN"	"NOUN"	"śrī"	"guru"	"nmod"	"subord"	"endo"	40462	124569	4486178	4486179	"4-PL"	"Black YV"	"Taittirīya"	"U"	"prose"
"śrotra-patiḥ"	"conj"	"Nom"	"NOUN"	"patiḥ"	"NOUN"	"āpnoti manasaspatim vākpatiścakṣuṣpatiḥ śrotrapatir vijñānapatiḥ /"	"TU, 1, 6, 2"	"Taittirīyopaniṣad"	4150	"NOUN"	"NOUN"	"śrotra"	"pati"	"nmod"	"subord"	"endo"	41006	163749	5033321	5033322	"4-PL"	"Black YV"	"Taittirīya"	"U"	"prose"
"śrotriya-abhyāgame"	"obl"	"Loc"	"NOUN"	"adhijigāṃsamānaḥ"	"VERB"	"śrotriyābhyāgame 'dhijigāṃsamāno 'dhīyāno vānujñāpyādhīyīta //"	"ĀpDhS, 1, 10, 13"	"Āpastambadharmasūtra"	7629	"NOUN"	"NOUN"	"śrotriya"	"abhyāgama"	"nmod"	"subord"	"endo"	41039	31406	5398836	5398837	"5-SU"	"Black YV"	"Taittirīya"	"DhS"	"prose"
"śrotriya-agārāt"	"obl"	"Abl"	"NOUN"	"āhṛtyaḥ"	"VERB"	"śrotriyāgārād vāhāryaḥ //"	"ĀpGS, 5, 18"	"Āpastambagṛhyasūtra"	1095	"NOUN"	"NOUN"	"śrotriya"	"agāra"	"nmod"	"subord"	"endo"	41039	5672	3035268	3035269	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"śrotriya-agārāt"	"obl"	"Abl"	"NOUN"	"āhṛtyaḥ"	"VERB"	"anugato manthyaḥ śrotriyāgārād vāhāryaḥ //"	"HirGS, 1, 22, 4"	"Hiraṇyakeśigṛhyasūtra"	837	"NOUN"	"NOUN"	"śrotriya"	"agāra"	"nmod"	"subord"	"endo"	41039	5672	2773040	2773041	"5-SU"	"Black YV"	"Taittirīya"	"GS"	"prose"
"śrotriya-saṃsthāyām"	"orphan"	"Loc"	"NOUN"	"ekām"	"PRON"	"śrotriyasaṃsthāyām aparisaṃvatsarāyām ekām //"	"ĀpDhS, 1, 10, 11"	"Āpastambadharmasūtra"	7627	"NOUN"	"NOUN"	"śrotriya"	"saṃsthā"	"nmod"	"subord"	"endo"	41039	8431	5398830	5398831	"5-SU"	"Black YV"	"Taittirīya"	"DhS"	"prose"
"sruc-ādāpanena"	"obl"	"Ins"	"NOUN"	"ādāpayati"	"VERB"	"atha yat srugādāpanena srucāvādāpayati //"	"KauṣB, 3, 4, 9"	"Kauṣītakibrāhmaṇa"	6671	"NOUN"	"NOUN"	"sruc"	"ādāpana"	"nmod"	"subord"	"endo"	114333	57963	4979554	4979555	"4-PL"	"RV"	"Śāṅkhāyana"	"B"	"prose"
"sruc-daṇḍam"	"obj"	"Acc"	"NOUN"	"avamārṣṭi"	"VERB"	"dakṣiṇān nayāmīti srugdaṇḍam avamārṣṭi /"	"VaitS, 2, 3, 24"	"Vaitānasūtra"	6951	"NOUN"	"NOUN"	"sruc"	"daṇḍa"	"nmod"	"subord"	"endo"	114333	100722	5236848	5236849	"5-SU"	"AV"	"Śaunaka"	"ŚS"	"prose"
"sruc-saṃmārjanāni"	"obj"	"Acc"	"NOUN"	"saṃsparśya"	"VERB"	"athaitāni sruksaṃmārjanāny adbhiḥ saṃsparśya gārhapatye 'nupraharati divaḥ śilpam avatataṃ pṛthivyāḥ kakudbhiḥ śritaṃ tena vayaṃ sahasravalśena sapatnaṃ nāśayāmasi svāheti //"	"BaudhŚS, 1, 12, 13"	"Baudhāyanaśrautasūtra"	5308	"NOUN"	"NOUN"	"sruc"	"sammārjana"	"nmod"	"subord"	"endo"	114333	103948	5047035	5047036	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"sruc-śeṣam"	"obj"	"Acc"	"NOUN"	"prāśnāti"	"VERB"	"srukśeṣaṃ prāśnāti //"	"VaitS, 2, 3, 21"	"Vaitānasūtra"	6949	"NOUN"	"NOUN"	"sruc"	"śeṣa"	"obl"	"subord"	"endo"	114333	127336	5236810	5236811	"5-SU"	"AV"	"Śaunaka"	"ŚS"	"prose"
"sruc-sruvau"	"conj"	"Acc"	"NOUN"	"pavitre"	"NOUN"	"uttarataḥ saṃstīrṇe pavitre sruksruvāvājyasthālīṃ prakṣālya saṃstīrṇe dve dve prayunakti //"	"MānGS, 2, 2, 8"	"Mānavagṛhyasūtra"	1752	"NOUN"	"NOUN"	"sruc"	"sruva"	"compound"	"coord"	"endo"	114333	114287	5318982	5318983	"5-SU"	"Black YV"	"Maitrāyaṇa"	"GS"	"prose"
"sruc-sruvau"	"obj"	"Acc"	"NOUN"			"tūṣṇīṃ dakṣiṇata ājyaṃ nirūpya mantravatparyagniṃ kṛtvā tūṣṇīṃ sruksruvau saṃmṛjyādabdhena tvā cakṣuṣāvekṣa iti patnyājyamavekṣate //"	"MānGS, 2, 2, 9"	"Mānavagṛhyasūtra"	1754	"NOUN"	"NOUN"	"sruc"	"sruva"	"compound"	"coord"	"endo"	114333	114287	5318999	5319000	"5-SU"	"Black YV"	"Maitrāyaṇa"	"GS"	"prose"
"sruc-sruvam"	"obj"	"Acc"	"NOUN"	"pratapati"	"VERB"	"sruksruvaṃ prakṣālitaṃ pratapati niṣṭaptam iti //"	"VaitS, 2, 3, 6"	"Vaitānasūtra"	6945	"NOUN"	"NOUN"	"sruc"	"sruva"	"compound"	"coord"	"endo"	114333	114287	5236678	5236679	"5-SU"	"AV"	"Śaunaka"	"ŚS"	"prose"
"sruc-sruvam"	"obj"	"Acc"	"NOUN"	"pramṛjya"	"VERB"	"samāv apracchinnaprāntau darbhau prādeśamātrau pavitre stho vaiṣṇavye ity oṣadhyā chittvā viṣṇormanasā pūte stha ity adbhis trir unmṛjya prokṣaṇīr dharmaiḥ saṃskṛtya praṇītāṃ praṇīya nirvapaṇaprokṣaṇasaṃvapanam iti yathādevataṃ carum adhiśritya sruksruvaṃ pramṛjyābhyukṣyāgnau pratāpyāditir asi nācchinnapattrety ājyam agnāv adhiśrayati //"	"VārGS, 1, 12"	"Vārāhagṛhyasūtra"	212	"NOUN"	"NOUN"	"sruc"	"sruva"	"compound"	"coord"	"endo"	114333	114287	5232527	5232528	"5-SU"	"Black YV"	"Maitrāyaṇa"	"GS"	"prose"
"śruta-ṛṣayaḥ"	"xcomp"	"Nom"	"NOUN"	"bhavanti"	"VERB"	"śrutarṣayas tu bhavanti kecit karmaphalaśeṣeṇa punaḥsaṃbhave //"	"ĀpDhS, 1, 5, 5"	"Āpastambadharmasūtra"	7530	"NOUN"	"NOUN"	"śruta"	"ṛṣi"	"nmod"	"subord"	"exo"	40759	39042	5396225	5396226	"5-SU"	"Black YV"	"Taittirīya"	"DhS"	"prose"
"sruva-āhutyā"	"obl"	"Ins"	"NOUN"	"abhijuhoti"	"VERB"	"athainaddhiraṇyam antardhāya sruvāhutyābhijuhoti pitṛbhyaḥ svāheti //"	"BaudhŚS, 4, 4, 17"	"Baudhāyanaśrautasūtra"	5389	"NOUN"	"NOUN"	"sruva"	"āhuti"	"nmod"	"subord"	"endo"	114287	63117	5212121	5212122	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"sruva-dharmāḥ"	"orphan"	"Nom"	"NOUN"	"svadhitau"	"NOUN"	"sruvadharmāḥ svadhitau payodharmāḥ paśau //"	"BhārŚS, 7, 6, 9"	"Bhāradvājaśrautasūtra"	7147	"NOUN"	"NOUN"	"sruva"	"dharma"	"nmod"	"subord"	"endo"	114287	91970	5240536	5240537	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"sruva-grahaṇam"	"root"	"Nom"	"NOUN"			"prādeśamātrīḥ pālāśīḥ samidhaḥ saptadaśa hutvā paścāt sruvagrahaṇam //"	"ŚāṅkhGS, 5, 10, 4"	"Śāṅkhāyanagṛhyasūtra"	1619	"NOUN"	"NOUN"	"sruva"	"grahaṇa"	"obj"	"subord"	"endo"	114287	156931	5204771	5204772	"5-SU"	"RV"	"Śāṅkhāyana"	"GS"	"prose"
"sruva-svadhitī"	"obj"	"Acc"	"NOUN"	"saṃmṛḍḍhi"	"VERB"	"sruvasvadhitī ca srucaś ca saṃmṛḍḍhi patnīṃ saṃnahyājyena dadhnā codehīti saṃpraiṣāntaṃ namati //"	"BhārŚS, 7, 7, 1"	"Bhāradvājaśrautasūtra"	7150	"NOUN"	"NOUN"	"sruva"	"svadhiti"	"compound"	"coord"	"endo"	114287	120860	5241808	5241809	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"sruva-svadhitī"	"root"	"Acc"	"NOUN"			"sruvasvadhitī vedasamavattadhānī dviguṇāṃ dvivyāyāmāṃ triguṇāṃ trivyāyāmāṃ ca raśane dve dviśūlaikaśūlā ca dve kārṣmaryamayyau vapāśrapaṇyau kumbhīṃ hṛdayaśūlaṃ plakṣaśākhāṃ svarum audumbaraṃ maitrāvaruṇadaṇḍam āsyāntaṃ cubukāntaṃ vā prathamaparāpātitaṃ śakalam araṇī suvarṇaśakalāni yena cārthaḥ //"	"VaikhŚS, 10, 7, 1"	"Vaikhānasaśrautasūtra"	7742	"NOUN"	"NOUN"	"sruva"	"svadhiti"	"compound"	"coord"	"endo"	114287	120860	5424875	5424876	"5-SU"	"Black YV"	"Taittirīya"	"ŚS"	"prose"
"stana-dānāt"	"conj"	"Abl"	"NOUN"	"kṛntanāt"	"NOUN"	"prāṅnābhikṛntanāt stanadānācca vrīhiyavau peṣayecchuṅgāvṛtā //"	"KhādGS, 2, 2, 33"	"Khādiragṛhyasūtra"	938	"NOUN"	"NOUN"	"stana"	"dāna"	"obj"	"subord"	"endo"	102167	146095	1733757	1733758	"5-SU"	"SV"	"Rāṇāyanīya"	"GS"	"prose"
"stana-grahāt"	"obl"	"Abl"	"NOUN"	"prāśayati"	"VERB"	"ahaṃ rudrebhir iti śuklapuṣpaharitapuṣpe kiṃstyanābhipippalyau jātarūpaśakalena prāk stanagrahāt prāśayati //"	"KauśS, 2, 1, 16"	"Kauśikasūtra"	10	"NOUN"	"NOUN"	"stana"	"graha"	"nmod"	"subord"	"endo"	102167	125579	4495451	4495452	"5-SU"	"AV"	"Śaunaka"	"GS"	"prose"
"sthāla-rūpam"	"obj"	"Acc"	"NOUN"	"kṛtvā"	"VERB"	"śakṛtpiṇḍasya sthālarūpaṃ kṛtvā suhṛde brāhmaṇāya prayacchati //"	"KauśS, 7, 4, 10"	"Kauśikasūtra"	177	"NOUN"	"NOUN"	"sthāla"	"rūpa"	"nmod"	"subord"	"endo"	102812	71929	4803414	4803415	"5-SU"	"AV"	"Śaunaka"	"GS"	"prose"
"sthāla-rūpe"	"obl"	"Loc"	"NOUN"	"ānayati"	"VERB"	"dakṣiṇe pāṇāvaśmamaṇḍala udapātra uttarasaṃpātān sthālarūpa ānayati //"	"KauśS, 7, 4, 14"	"Kauśikasūtra"	181	"NOUN"	"NOUN"	"sthāla"	"rūpa"	"nmod"	"subord"	"endo"	102812	71929	4803437	4803438	"5-SU"	"AV"	"Śaunaka"	"GS"	"prose"
"sthāla-rūpe"	"obl"	"Loc"	"NOUN"	"abhisamāsicya"	"VERB"	"sthālarūpe dūrvāṃ śāntyudakam uṣṇodakaṃ caikadhābhisamāsicya //"	"KauśS, 7, 4, 16"	"Kauśikasūtra"	182	"NOUN"	"NOUN"	"sthāla"	"rūpa"	"nmod"	"subord"	"endo"	102812	71929	4803445	4803446	"5-SU"	"AV"	"Śaunaka"	"GS"	"prose"
"sthāla-rūpe"	"obl"	"Loc"	"NOUN"	"karoti"	"VERB"	"yenāvapat iti dakṣiṇasya keśapakṣasya darbhapiñjūlyā keśān abhinidhāya pracchidya sthālarūpe karoti //"	"KauśS, 7, 4, 20"	"Kauśikasūtra"	187	"NOUN"	"NOUN"	"sthāla"	"rūpa"	"nmod"	"subord"	"endo"	102812	71929	4803476	4803477	"5-SU"	"AV"	"Śaunaka"	"GS"	"prose"
